method_name,old_code,new_code,is_vulnerable
o
u
r"," 
a
n
y
 
l
a
t
e
r
 
v
e
r
s
i
o
n
.
 
 
S
e
e
 
h
t",1
__init__,"2
0
0
9
,
 
2
0
1
0","9
,
 
2
0
1
0
 
R
e
d
 
H
a
t
 
I
n
c
.


#
 
A
u
t
h
o
r
:
 
W
i",1
__init__,"2
0
0
9
,
 
2
0
1
0","9
,
 
2
0
1
0
 
R
e
d
 
H
a
t
 
I
n
c
.


#
 
A
u
t
h
o
r
:
 
W
i",1
request,"R
e
d
 
H
a
t
 
I
n
c
.


#
 
A
u
t
h
o
r
:
 
W","t
.
c
o
m
>


#

",1
login,"t
e
r
 
v
e
r
s
i
o
n
.
 
 
S
e
e
 
h
t
t
p
:
/
/
w
w
w
.
g
n
u
.
o
r","c
o
p
y
l
e
f
t
/
g
p
l
.
h
t
m
l
 
f
o
r


#
 
t
h
e
 
f
u
l
l
 ",1
__init__,"2
0
0
9
,
 
2
0
1
0","9
,
 
2
0
1
0
 
R
e
d
 
H
a
t
 
I
n
c
.


#
 
A
u
t
h
o
r
:
 
W
i",1
SecureClient::SecureConnection::setupSaslConnection,"l
 
i
n
f
o","f
o
r
m
a
t",1
SecureClient::SecureClient,"e
n
s
e","L
I
C
E
N
S
E
-
2
.",1
HBaseSaslRpcClient::saslConnect,"

 
*
 
d
i
s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d","*
 
d
i
s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y",1
HBaseSaslRpcClient::HBaseSaslRpcClient," 
o
r
 
m
o
r
e
 
c
o
n
t
r
i
b
u
t
o
r
 
l
i
c
e
n
s
e
 
a
g
r
e
e
m
e
n
t
s","o
r
 
m
o
r
e
 
c
o
n
t
r
i
b
u
t
o
r
 
l
i
c
e
n
s
e
 
a
g
r
e
e
m
e
n
t
s
.
 ",1
HBaseSaslRpcClient::HBaseSaslRpcClient," 
o
r
 
m
o
r
e
 
c
o
n
t
r
i
b
u
t
o
r
 
l
i
c
e
n
s
e
 
a
g
r
e
e
m
e
n
t
s","o
r
 
m
o
r
e
 
c
o
n
t
r
i
b
u
t
o
r
 
l
i
c
e
n
s
e
 
a
g
r
e
e
m
e
n
t
s
.
 ",1
DefaultActionMapper::DefaultActionMapper,"a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s
h
i
p
.
 
 
T
h
e
 "," 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p",1
DefaultActionMapper::DefaultActionMapper,"a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s
h
i
p
.
 
 
T
h
e
 "," 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p",1
Jaxb2CollectionHttpMessageConverter::createXmlInputFactory," 
L
i"," 
L
i
c
e",1
DefaultActionMapper::DefaultActionMapper,"i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i","i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o",1
DefaultActionMapper::handleSpecialParameters,")
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s","u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n",1
DefaultActionMapper::DefaultActionMapper," 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p","i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i",1
DefaultActionMapper::setAllowDynamicMethodCalls,"h
i
p",".
 
 ",1
DefaultActionMapper::handleSpecialParameters,"s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t",")
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s",1
HttpClientBuilder::build,"S
,
 
W
I
T
H
O
U
T
 
W
A
R
R
A
N
T
I
E
S
 
O
R
 
C
O
N
D
I
T
I
O
N
S
 
O
F
 
A
N
Y


 
*
 
K
I
N
D
,
 
e
i
t
h
e
r
 
e
x
p
r
e
s
s
 
o
r
 
i
m
p
l
i
e
d
.
 
 
S
e
e
 
t
h
e
 
L
i
c
e
n
s
e
 
f
o
r
 
t
h
e


 
*
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d
 
l
i
m
i
t
a
t
i
o
n
s


 
*
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
 
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=","S
,
 
W
I
T
H
O
U
T
 
W
A
R
R
A
N
T
I
E
S
 
O
R
 
C
O
N
D
I
T
I
O
N
S
 
O
F
 
A
N
Y


 
*
 
K
I
N
D
,
 
e
i
t
h
e
r
 
e
x
p
r
e
s
s
 
o
r
 
i
m
p
l
i
e
d
.
 
 
S
e
e
 
t
h
e
 
L
i
c
e
n
s
e
 
f
o
r
 
t
h
e


 
*
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d
 
l
i
m
i
t
a
t
i
o
n
s


 
*
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
 
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=


 ",1
authorize_params,"t
r
a
t
e
g
i
e
s


 
 
 
 ","t
r
a
t
e
g
i
e
s


 ",1
CipherText::validateMAC,"c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a","p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
s",1
CipherText::asPortableSerializedByteArray,".
I
n
v
a
l
i
d
K
e
y
E
x
c
e
p
t
i
o
n
;


i
m
p","a
l
i
d
K
e
y
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 ",1
CipherTextSerializer::convertToCipherText,"r
t
 
j
a
v
a
.
u
t
i
l
.
D
a
t
e
;




i
m
p
o
r
t
 
o
r
g
.
o
w
a
s
p
.
e
s
a
p
i
.
E
S
A
P
I
;


i
m
p
o
r
t
 
o
r
g
.
o
w
a
s
p
.
e
s
a
p
i
.
L
o
g
g
e
r
;


i
m
p
o
r
t
 "," 
j
a
v
a
.
u
t
i
l
.
D
a
t
e
;




i
m
p
o
r
t
 
o
r
g
.
o
w
a
s
p
.
e
s
a
p
i
.
E
S
A
P
I
;


i
m
p
o
r
t
 
o
r
g
.
o
w
a
s
p
.
e
s
a
p
i
.
L
o
g
g
e
r
;


i
m
p
o
r
t
 
o
r",1
JavaEncryptor::encrypt," 
T
h
e
 
E
S","n



 ",1
JavaEncryptor::encrypt," 
T
h
e
 
E
S","n



 ",1
JavaEncryptor::decrypt,"i
t
y
<
/
a
>



 
*
 
@
a
u
t
h
o
r
 
k
e
v
i
n
.
w
.
w
a
l","e
c
t
s",1
PercentCodec::encodeCharacter,"o
n
 
S
e
c
u
r
i
t
y
 
P
r
o","c
u
r
i
t
y
 
P
r
o
j
e
c
t
 
(
O
W
A
S",1
ActionNamesAction::setNamespace,"n
 
("," 
(
A",1
ShowConfigAction::setNamespace,"m
o
r","o
r
e",1
SubversionSCM::DescriptorImpl::SslClientCertificateCredential::createSVNAuthentication,"A
R
N
I
N
G
;


i
m
p
o
r
t","N
G
;


i
m
p
o
r
t
 
h
u
d",1
SubversionSCM::DescriptorImpl::SslClientCertificateCredential::SslClientCertificateCredential,"e
v
e
l",".
W
A
R",1
SubversionSCM::DescriptorImpl::SshPublicKeyCredential::SshPublicKeyCredential,"g
R
e
s
u
l
t
.
N
O
_
C
H
A
N
G
E
S
;","u
l
t
.
N
O
_
C
H
A
N
G
E
S
;


i
m
p",1
SubversionSCM::DescriptorImpl::SshPublicKeyCredential::createSVNAuthentication,"e
v
e
l
.
F
I
N
E
;


i
m
p
o
r
t
 
s
t
a
t
i
c
 
j
a
v
a
.
u",".
F
I
N
E
;


i
m
p
o
r
t
 
s
t
a
t
i
c
 
j
a
v
a
.
u
t
i
l
.",1
VelocityResponseWriter::write,"n
d
a
t
i
o
n
 
(
A
S
F
)
 
u
n
d
e
r
 
o
n
e
 
o
r
 
m
o
r
e


 
*
 
c
o
n
t
r
i
b
u
t
o
r
 
l
i
c
e
n
s
e
 
a
g
r
e
e
m
e
n
t
s
.
 
 
S
e
e
 
t
h","n
d
a
t
i
o
n
 
(
A
S
F
)
 
u
n
d
e
r
 
o
n
e
 
o
r
 
m
o
r
e


 
*
 
c
o
n
t
r
i
b
u
t
o
r
 
l
i
c
e
n
s
e
 
a
g
r
e
e
m
e
n
t
s
.
 
 
S
e
e
 
t",1
VelocityResponseWriter::getEngine," 
N
O
T
I
C
E
 
f
i
l
e
 
d
i
s
t
r
i
b
u
t
e
d
 
w
i
t
h


 
*
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i","e
 
N
O
T
I
C
E
 
f
i
l
e
 
d
i
s
t
r
i
b
u
t
e
d
 
w
i
t
h


 
*",1
ZkSolrResourceLoader::openResource,"u
n
d
a
t
i
o
n
 
(
A
S
F
)
 
u
n
d
e
r
 
o
n
e","n
d
a
t
i
o
n
 
(
A
S
F
)
 
u
n
d
e
r
 
o
n
e
 ",1
SolrResourceLoader::openResource,"e
 
""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u"," 
""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 ",1
SolrResourceLoader::getConfigDir,"o
u
 ","u
 
u",1
DocumentAnalysisRequestHandler::init,"l
i
c
e
n
s
e
 
a
g
r
e
e
m
e
n
t
s
.","i
c
e
n
s
e
 
a
g
r
e
e
m
e
n
t
s
.
 
 ",1
SourceHttpMessageConverter::supports,"a
u
t
h","a
c
h
e",1
SourceHttpMessageConverter::supports,"a
u
t
h","e
 
L
i",1
JavaScriptUtils::javaScriptEscape,"a
u
t
h
o
r
 
o
r
 
a
u
t
h
o
r
s
.


 
*


 
*
 
L
i
c
e
n
s
e
d
 
u
n
d
e
r
 
t
h
e
 ","a
u
t
h
o
r
 
o
r
 
a
u
t
h
o
r
s
.


 
*


 
*
 
L
i
c
e
n
s
e
d
 
u
n
d
e
r
 
t
h
e
 
A
p
a
c
h
e
 
L
i
c
e
n
s
e
,
 
V
e
r
s
i",1
ExecutionHandler::handle,"B
y
t
e
A
r
r
a
y
O
u
t
p
u
t
S
t
r
e
a
m
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v","y
t
e
A
r
r
a
y
O
u
t
p
u
t
S
t
r
e
a
m
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a",1
InterfaceGenerator::handle,"u
t
S
t
r
e
a
m
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a","u
t
S
t
r
e
a
m
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p",1
PollHandler::handle,"E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
O
u","x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
O
u
t",1
SubscriptionHandler::handle,"m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
O
u
t
p
u
t
S
t
r
e
a
m
;


i
m
p
o
r
t","p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
O
u
t
p
u
t
S
t
r
e
a
m
;


i
m
p
o
r
t
 ",1
TaskDetailsMultiPresenter::onTaskSelectionEvent," 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n","u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c",1
SetupForm::SetupForm,"e
c
t
 ","o
j
e
c
t",1
SetupForm::init,"j
e
c
t
F
o
r
g
e
 
C
o
m
m
u
n
i
t
y
 
E
d
i
t
i
o
n


/
/
 
 
 
 
 
 
 
 
 
w
w
w
.
p
r
o
j
e
c
t
f
o
r
g
e
.
o
r
g


/
/


/
/
 
C
o
p
y
r
i
g
h
t
 
(
C
)
 
2
0
0
1
-
2
0
1
3
 
K
a
i
 
R
e
i
n
h
a
r
d
 
(
k
.
r
e
i
n
h
a
r
d
@
m
i
c
r
o
m
a
t
a
.
d
e
)


/
/


/
/
 
P
r
o
j
e
c
t
F","g
e
 
C
o
m
m
u
n
i
t
y
 
E
d
i
t
i
o
n


/
/
 
 
 
 
 
 
 
 
 
w
w
w
.
p
r
o
j
e
c
t
f
o
r
g
e
.
o
r
g


/
/


/
/
 
C
o
p
y
r
i
g
h
t
 
(
C
)
 
2
0
0
1
-
2
0
1
3
 
K
a
i
 
R
e
i
n
h
a
r
d
 
(
k
.
r
e
i
n
h
a
r
d
@
m
i
c
r
o
m
a
t
a
.
d
e
)


/
/


/
/
 
P
r
o
j
e
c
t
F
o
r
g
e
 
i
s
 ",1
SetupImportForm::SetupImportForm,"/
/
/
/
/","/
/
/
/
/
/",1
SystemUpdateForm::SystemUpdateForm,"/
/
/
/","/
/
/
/
/",1
NavTopPanel::init," 
P
r
o
j
e
c
t
F
o
r
g
e
 
C
o
m
m
u
n
i
t
y
 
E
d
i
t
i
o
n


/
/
 
 
 
 
 
 
 
 
 
w
w
w
.
p
r
o
j
e
c
t
f
o
r
g
e
.
o
r
g


/
/


/
/
 
C
o
p
y
r
i
g
h
t
 
(
C
)
 
2","c
t
F
o
r
g
e
 
C
o
m
m
u
n
i
t
y
 
E
d
i
t
i
o
n


/
/
 
 
 
 
 
 
 
 
 
w
w
w
.
p
r
o
j
e
c
t
f
o
r
g
e
.
o
r
g


/
/


/
/
 
C
o
p
y
r
i
g
h
t
 
(
C
)
 
2
0
0
1
-
2
0
1
3",1
ModalDialog::wantsNotificationOnClose,"/
/
 
P
r
o
j
e
c
t
F","j
e
c
t
F
o
r
g
e
 
i
s",1
ModalDialog::handleCloseEvent,"e
e
 ","o
u
n
d",1
ModalDialog::ajaxError,"/
 
b
y
 ","e
 
S
o
f
t",1
ModalDialog::init,"m
s
 
o
f
 
t
h
e
 
G
N
U
 
G
e
n
e
r
a
l
 
P
u
b
l
i
c
 
L
i
c
e
n
s
e
 
a
s
 ","e
 
G
N
U
 
G
e
n
e
r
a
l
 
P
u
b
l
i
c
 
L
i
c
e
n
s
e
 
a
s
 
p
u
b
l
i
s
h
e
d


/
/",1
ModalDialog::close,"n
 
i
s","e
e
 
s
o",1
ModalDialog::addNewAjaxActionButton,"d
i
t
i
o
n
 
i
s
 
d
i
s
t
r
i
b
u
t
e
d
 
i","r
i
b
u
t
e
d
 
i
n
 
t
h
e
 
h
o
p
e
 
t
h
a
t",1
RechnungCostEditTablePanel::RechnungCostEditTablePanel,"t
 
P
r
o
j
e
c
t
F
o","c
t
F
o
r
g
e
 
C
o
m
m
u
n
i
t
y
 
E",1
AbstractMobileEditForm::AbstractMobileEditForm,"/
/
/
/
/","/
/
/
/
/
/",1
AbstractMobileListForm::AbstractMobileListForm,"/
/
/
/
/
/
/
/
/
/
/
/
/
/","/
/
/
/
/
/
/
/
/
/
/
/
/
/
/",1
TaskTreeForm::init,"/
/
/
/
/
/
/
/


/
/


/
/
 
P
r
o
j
e
c
t
 
P
r
o
j
e
c
t
F
o
r
g
e
 
C
o
m
m
u
n
i
t
y
 
E
d
i
t
i
o
n


/
/
 
 
 
 
 
 
 
 
 
w
w
w
.
p
r
o
j
e
c
t
f
o
r
g
e
.","/
/


/
/


/
/
 
P
r
o
j
e
c
t
 
P
r
o
j
e
c
t
F
o
r
g
e
 
C
o
m
m
u
n
i
t
y
 
E
d
i
t
i
o
n


/
/
 
 
 
 
 
 
 
 
 
w
w
w
.
p
r
o
j
e
c
t
f
o
r
g
e
.
o
r
g


/
/

",1
TaskTreeForm::TaskTreeForm,"r
g


/","/
 
C
o
p",1
TaskTreeForm::onSubmit," 
(
k
.
r","h
a
r
d
@
m",1
CsrfTokenHandler::onSubmit,"/
/
/
/
/
/
/


/
/


/","/
/
/
/
/
/


/
/


/",1
CsrfTokenHandler::CsrfTokenHandler,"/
/
/
/","/
/
/
/
/",1
DropFileContainer::onInitialize,"/
/
/
/
/
/
/


/
/


/
/
 
P
r
o
j
e
c
t
 
P
r
o
j","/
/


/
/
 
P
r
o
j
e
c
t
 
P
r
o
j
e
c
t
F
o
r
g
e
 
C",1
XStream::buildMapper,"o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
O
b
j
e
c
t
I
n
p
u
t
S
t
r
e","i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
O
b
j
e
c
t
I
n
p
u
t
S
t
r
e
a
m
;


i",1
XStream::XStream,".


 ","*
 

",1
XStream::setupMappers,"j
e
c
t
I
n
p
u
t
V
a
l
i
d
a
t
i
o
n
;


i
m
p","n
p
u
t
V
a
l
i
d
a
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v",1
CachingMapper::realClass,"s
.


 
*
 
C
o
p
y
r
i
g
h
t
 
(
C","

 
*
 
C
o
p
y
r
i
g
h
t
 
(
C
)
 
2
0
0",1
AbstractProject::submit,".
L
e
g
a
c
y
C
o
d
e
C
a
u
s
e
;


i
m
p
o
r
t
 
h
u
d
s
o
n
.
m
o
d
e
l
.
C
a
u
s
e
.
R
e
m
o
t
e
C
a",".
L
e
g
a
c
y
C
o
d
e
C
a
u
s
e
;


i
m
p
o
r
t
 
h
u
d
s
o
n
.
m
o
d
e
l
.
C
a
u
s
e
.
R
e
m
o
t
e
C
a
u
s
e
;


i
m",1
Descriptor::find," 
H
O
L
D
E
R
S
 
B
E
 
L","L
D
E
R
S
 
B
E
 
L
I
A
B",1
Descriptor::find," 
H
O
L
D
E
R
S
 
B
E
 
L","L
D
E
R
S
 
B
E
 
L
I
A
B",1
BuildTrigger::DescriptorImpl::doCheck,"r
e
s
t
r
i
c
t
i
o
n
,
 
i
n
c
l
u
d
i
n
g
 
w","r
e
s
t
r
i
c
t
i
o
n
,
 
i
n
c
l
u
d
i
n
g
 
w
i
t
h",1
BuildTrigger::DescriptorImpl::doCheck,"r
e
s
t
r
i
c
t
i
o
n
,
 
i
n
c
l
u
d
i
n
g
 
w","r
e
s
t
r
i
c
t
i
o
n
,
 
i
n
c
l
u
d
i
n
g
 
w
i
t
h",1
AsyncHttpClientConfig::AsyncHttpClientConfig,"""
L","L
i",1
AsyncHttpClientConfig::Builder::build,"a
.
u
t
i
l
.
L
i
n
k
e
d
L
i
s
t
;


i
m
p
o
r
t
 
j
a
v
a
.
u
t
i
l
.
L
i
s
t
;


i
m
p
o
r
t
 
j
a
v
a
.
u
t
i
l
.
P
r","L
i
s
t
;


i
m
p
o
r
t
 
j
a
v
a
.
u
t
i
l
.
L
i
s
t
;


i
m
p
o
r
t
 
j
a
v
a
.
u
t
i
l
.
P
r
o
p
e
r
t
i
e
s
;


i
m
p
o",1
AsyncHttpClientConfig::AsyncHttpClientConfig,"""
L","L
i",1
AsyncHttpClientConfigBean::configureDefaults,"l
l
 
r
i
g
h
t
s
 
r
e
s
e
r
v
e
d
.


 
*


 
*
 
T
h
i
s
 
p","l
l
 
r
i
g
h
t
s
 
r
e
s
e
r
v
e
d
.


 
*


 
*
 
T
h
i
s
 
p
r",1
SslUtils::getSSLContext,"

 
*","u
 
u",1
SslUtils::getSSLContext,"

 
*","u
 
u",1
Channels::createSSLEngine," 
m
a
y
 
o
b
t
a
i
n
 
a
 
c
o"," 
m
a
y
 
o
b
t
a
i
n
 
a
 
c",1
AsyncHttpClientConfigDefaults::defaultHostnameVerifier,"A
p
a","p
a
c",1
ALGnew," 
A
n
d
r
e
w
 
K
u
c
h
l
i
n
g
 
a
n
d
 
o
t
h
e
r
s


 
*


 
*
 
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=


 
*
 
T
h
e
 
c
o
n
t
e
n
t
s
 
o
f
 "," 
A
n
d
r
e
w
 
K
u
c
h
l
i
n
g
 
a
n
d
 
o
t
h
e
r
s


 
*


 
*
 
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=


 
*
 
T
h
e
 
c
o
n
t
e
n
t
s
 
o
f
 
t
h
i
s
 
f
i
l
e
 
a",1
__init__,"



 
 
 "," 
 
 
 
T",1
JibxMarshaller::transformAndUnmarshal," 
o
n
 
a
n
 
""
A
S
 
I
S"," 
""
A
S
 
I
S
""
 
B
A
S
I
S
,

",1
JibxMarshaller::unmarshalDomNode,"e
 
i
s
 
d
i
s","i
s
t
r
i
b
u
t",1
JibxMarshaller::unmarshalSaxReader,"i
b
u
t
e"," 
o
n
 
a",1
JibxMarshaller::transformAndMarshal,"a
w
 
o
r
 
a
g
r
e
e
d
 
t","a
g
r
e
e
d
 
t
o
 
i
n
 
w",1
JibxMarshaller::transformAndUnmarshal," 
o
n
 
a
n
 
""
A
S
 
I
S"," 
""
A
S
 
I
S
""
 
B
A
S
I
S
,

",1
AbstractMarshaller::unmarshal,"""
)
;


 
*
 
y
o
u
 
m
a
y
 
n
o","f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o",1
AbstractMarshaller::createXmlReader,"e
 
w","a
y
 
o
b",1
Jaxb2RootElementHttpMessageConverter::readFromSource,"s
e
d
 
u
n
d
e
r
 
t
h
e
 
A
p
a
c
h","e
 
L
i
c
e
n
s
e
,
 
V
e
r
s
i
o
n
 
2",1
SourceHttpMessageConverter::readStAXSource,"x
c
e
p
t
 
i
n
 
c
o
m","i
n
 
c
o
m
p
l
i
a
n",1
initWithWebView:,"o
n
 
(
A
S
F
)
 ","o
n
 
(
A
S
F
)
 
u",1
webView: shouldStartLoadWithRequest: navigationType:,"t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e


 
w
i
t","c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e


 
w
i
t
h
 
t
h
e
 
L
i
c
e
n
s
e
.
 
 
Y
o",1
AbstractLdapAuthenticationProvider::authenticate,"a
p
.
a
u
t
h
e
n
t
i
c
a
t
i
o
n
;




i
m
p
o
r
t
 
o","o
r
s
.


 
*


 
*
 
L
i
c
e
n
s
e
d
 
u
n
d
e
r
 
t
h
e
 
A
p
a",1
AbstractLdapAuthenticationProvider::authenticate,"a
p
.
a
u
t
h
e
n
t
i
c
a
t
i
o
n
;




i
m
p
o
r
t
 
o","o
r
s
.


 
*


 
*
 
L
i
c
e
n
s
e
d
 
u
n
d
e
r
 
t
h
e
 
A
p
a",1
AbstractLdapAuthenticationProvider::authenticate,"a
p
.
a
u
t
h
e
n
t
i
c
a
t
i
o
n
;




i
m
p
o
r
t
 
o","o
r
s
.


 
*


 
*
 
L
i
c
e
n
s
e
d
 
u
n
d
e
r
 
t
h
e
 
A
p
a",1
StaxInInterceptor::handleMessage,"r
 
o
n
e


 
*
 
o
r
 
m
o
r
e
 
c
o
n
t
r
i
b
u
t
o
r
 
l
i
c
e
n
s
e
 
a
g
r
e
e
m
e
n
t
s
.
 
S
e
e
 
t
h
e
 
N
O
T
I
C
E
 
f
i
l
e


 
*"," 
o
n
e


 
*
 
o
r
 
m
o
r
e
 
c
o
n
t
r
i
b
u
t
o
r
 
l
i
c
e
n
s
e
 
a
g
r
e
e
m
e
n
t
s
.
 
S
e
e
 
t
h
e
 
N
O
T
I
C
E
 
f
i
l
e


 
*
 
d
i
s
t
r
i
b
u
t
e",1
OutgoingChainInterceptor::handleMessage,"u
n
d
e
r
 
o
n
e


 
*
 
o
r
 
m
o
r
e
 
c
o","u
n
d
e
r
 
o
n
e


 
*
 
o
r
 
m
o
r
e
 
c
o
n
t
r
i",1
AbstractHTTPDestination::cacheInput,"

 
*
 
s
o
f
t
w
a
r
e
 
d
i
s
t
r
i
b
u
t
e
d
 ","

 
*
 
s
o
f
t
w
a
r
e
 
d
i
s
t
r
i
b
u
t
e
d
 
u
n
d
e
r
 
t
h
e
 
L
i",1
PropertyUtilsBean::resetBeanIntrospectors,"e
g
a
r","e
g
a
r
d",1
TerminalServlet::doPost,"i
m
p
o
r
t
 
i
o
.
h
a
w
t
.
s
y
s
t
e
m
.
H
e
l
p
e
r
s
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h","



i
m
p
o
r
t
 
i
o
.
h
a
w
t
.
s
y
s
t
e
m
.
H
e
l
p
e
r
s
;


i
m
p
o
r
t
 
i
o",1
gogo.Terminal,"e
r
y","=
 
q",1
gogo.Terminal_ctor,"a
s
e
d
 
o
n
 
h
t
t
p
:
/
/
a
n
t
o
n
y
.
l
e
s
u
i
s
s
e
.
o
r
g
/
s
o
f
t
w
a
r
e
/
a
j
a
x
t
e
r
m
/


/
/
 
 
P
u
b
l
i
c
 
D
o
m
a
i
n
 
L
i
c
e
n
s
